id,이미지id,촬영날짜,촬영시간,주목객체,병해부위,촬영부위,작물,질병명,생육단계,height,width,촬영지역,내부 온도 1 평균,내부 온도 1 최고,내부 온도 1 최저,내부 이슬점 평균,내부 이슬점 최고,내부 이슬점 최저,피해정도,데이터종류
17944,17944.jpg,20210924,1135,"[{'x': 161.4856150793651, 'h': 489.63507564484127, 'y': 0.6857166593036954, 'w': 56.61078559027778}]",[],5,3,00,11,512,384,0,20.40240549828178,20.543642611683847,20.2536082474227,16.72405498281786,17.00962199312714,16.4422680412371,0,0
17953,17953.jpg,20210902,1458,"[{'x': 57.50286768353175, 'h': 247.56270151289684, 'y': 171.15524243551587, 'w': 187.7088603670635}]","[{'x': 138.66666666666666, 'h': 48.0, 'y': 274.2857142857143, 'id': 0, 'w': 41.333333333333336}, {'x': 140.0, 'h': 20.38095238095238, 'y': 389.14285714285717, 'id': 1, 'w': 23.61904761904762}, {'x': 117.52380952380952, 'h': 24.19047619047619, 'y': 300.76190476190476, 'id': 2, 'w': 10.285714285714286}, {'x': 219.61904761904762, 'h': 8.571428571428571, 'y': 261.9047619047619, 'id': 3, 'w': 13.714285714285714}, {'x': 87.04761904761905, 'h': 10.095238095238095, 'y': 227.04761904761904, 'id': 4, 'w': 5.904761904761905}]",1,6,a11,24,512,384,0,23.766326530612275,23.827551020408205,23.705782312925187,22.629931972789137,22.78265306122449,22.491156462585046,1,1
17962,17962.jpg,20211025,1008,"[{'x': 33.4806160094246, 'h': 411.2087673611111, 'y': 59.640946645585316, 'w': 315.992435515873}]",[],3,2,00,13,512,384,0,18.353061224489792,19.53061224489797,17.33367346938777,13.825510204081636,14.887755102040805,12.645918367346948,0,0
17968,17968.jpg,20210622,1521,"[{'x': 31.028512137276785, 'h': 342.63690476190476, 'y': 91.76595052083333, 'w': 179.5707775297619}]","[{'x': 54.08251565600198, 'h': 31.43545386904762, 'y': 286.9753844246032, 'id': 0, 'w': 23.32309105282738}, {'x': 85.49224175347223, 'h': 28.382037450396826, 'y': 340.929191468254, 'id': 1, 'w': 15.921634734623016}, {'x': 103.66367497519842, 'h': 13.671843998015873, 'y': 372.77244543650795, 'id': 2, 'w': 10.556733630952381}, {'x': 128.58448815724208, 'h': 6.749410962301587, 'y': 386.79039558531747, 'id': 3, 'w': 6.2302129836309526}, {'x': 145.71754092261904, 'h': 7.095517113095238, 'y': 165.96427021329364, 'id': 4, 'w': 5.711015004960317}, {'x': 140.34347098214286, 'h': 6.219463045634921, 'y': 274.1959635416667, 'id': 5, 'w': 6.4898778521825395}, {'x': 111.88321552579364, 'h': 6.760292658730159, 'y': 322.1290302579365, 'id': 6, 'w': 5.408257378472222}, {'x': 160.92373511904762, 'h': 4.927455357142857, 'y': 361.5062624007937, 'id': 7, 'w': 6.249457465277778}, {'x': 126.33469742063492, 'h': 5.711030505952381, 'y': 190.7120380704365, 'id': 8, 'w': 5.191840277777778}, {'x': 135.67999751984127, 'h': 4.845703125, 'y': 398.9046999007937, 'id': 9, 'w': 4.499596974206349}, {'x': 119.23918030753968, 'h': 4.3265283978174605, 'y': 207.4989769345238, 'id': 10, 'w': 4.6726578000992065}, {'x': 167.53374565972223, 'h': 4.687096974206349, 'y': 372.6831907242063, 'id': 11, 'w': 3.966006324404762}, {'x': 122.52734375, 'h': 4.672650049603175, 'y': 372.4263392857143, 'id': 12, 'w': 3.6342850942460316}, {'x': 177.02811879960316, 'h': 3.4852740575396823, 'y': 361.02554563492066, 'id': 13, 'w': 3.0045572916666665}]",3,3,a9,13,512,242,0,23.388775510204074,23.49829931972789,23.264285714285723,17.321768707483,17.554421768707467,17.078911564625866,2,1
17989,17989.jpg,20210916,1052,"[{'x': 100.11396875, 'h': 370.97271875, 'y': 70.2859609375, 'w': 240.00084375}]",[],3,3,00,11,512,384,0,21.335034013605448,21.467346938775528,21.197959183673483,16.298979591836737,16.58367346938776,16.02312925170068,0,0
18009,18009.jpg,20211007,1046,"[{'x': 70.98164682539682, 'h': 264.51187375992066, 'y': 239.7348400297619, 'w': 222.32390873015873}]",[],3,1,00,12,512,384,0,22.656462585034006,22.849319727891153,22.459863945578228,18.413945578231285,18.749659863945592,18.070748299319717,0,0
18017,18017.jpg,20210617,0807,"[{'x': 120.95257729828042, 'h': 437.1536044973545, 'y': 25.71491867146164, 'w': 457.1541005291005}]",[],3,6,00,24,512,682,0,21.412585034013592,21.493367346938758,21.32006802721085,19.467176870748276,19.64931972789111,19.279591836734657,0,0
18042,18042.jpg,20210701,0730,"[{'x': 0.0, 'h': 493.3994267198405, 'y': 18.600568087404454, 'w': 635.5080176138252}]",[],3,6,00,24,512,740,0,25.795238095238087,25.975510204081633,25.61122448979592,21.136394557823117,21.609183673469396,20.678571428571452,0,0
18055,18055.jpg,20211202,1257,"[{'x': 129.42802889384922, 'h': 184.28731088789684, 'y': 186.4301990327381, 'w': 99.85801091269842}]","[{'x': 129.85660032242063, 'h': 182.57300967261904, 'y': 187.287357390873, 'id': 0, 'w': 99.00086805555556}]",3,5,b7,11,512,384,0,8.346689895470389,8.498780487804876,8.18693379790941,4.620209059233446,4.8517421602787385,4.375435540069684,1,2
18063,18063.jpg,20210714,0848,"[{'x': 184.18998015873015, 'h': 387.6182208994709, 'y': 68.0008060515873, 'w': 346.8576388888889}]",[],3,6,00,24,512,682,0,28.721649484536087,28.80171821305843,28.632302405498287,25.477663230240537,25.737457044673505,25.19518900343644,0,0
18064,18064.jpg,20210806,1704,"[{'x': 239.1170257505176, 'h': 472.76371635610764, 'y': 24.642123204580745, 'w': 137.81335727225672}]","[{'x': 275.6238677536232, 'h': 112.2585727225673, 'y': 149.6780861801242, 'id': 0, 'w': 80.31508799171843}, {'x': 343.27410067287786, 'h': 27.29211956521739, 'y': 464.57239906832297, 'id': 1, 'w': 32.144054089026916}, {'x': 352.3714738612836, 'h': 6.064926242236025, 'y': 328.1118335921325, 'id': 2, 'w': 6.671422101449275}]",1,5,a7,13,512,682,0,29.44625850340135,29.6061224489796,29.273809523809536,24.02959183673467,24.276870748299327,23.781292517006808,2,1
18088,18088.jpg,20210624,1339,"[{'x': 86.57142857142857, 'h': 228.85714285714286, 'y': 138.85714285714286, 'w': 217.71428571428572}]",[],1,3,00,13,512,384,0,22.120068027210877,22.228231292517044,21.99523809523811,17.87108843537416,18.101360544217666,17.64999999999999,0,0
18094,18094.jpg,20211006,1010,"[{'x': 103.7689759497549, 'h': 204.76531862745097, 'y': 107.37693397671569, 'w': 192.8345396752451}]",[],2,4,00,12,512,384,0,24.23401360544218,24.361564625850352,24.08979591836735,19.727551020408175,20.091156462585047,19.389115646258507,0,0
18095,18095.jpg,20210622,1414,"[{'x': 49.1758828125, 'h': 510.95365625, 'y': 1.04634375, 'w': 298.20796875}]","[{'x': 155.657140625, 'h': 99.08571875, 'y': 411.77140625, 'id': 0, 'w': 91.2}, {'x': 124.457140625, 'h': 34.28571875, 'y': 374.74284375, 'id': 1, 'w': 31.2}, {'x': 295.88571875, 'h': 23.3143125, 'y': 313.37140625, 'id': 2, 'w': 12.34284375}, {'x': 72.342859375, 'h': 11.31428125, 'y': 308.91428125, 'id': 3, 'w': 9.6}, {'x': 265.71428125, 'h': 10.62859375, 'y': 350.057125, 'id': 4, 'w': 8.91428125}, {'x': 93.942859375, 'h': 10.62859375, 'y': 337.37140625, 'id': 5, 'w': 6.51428125}]",3,3,a9,13,512,384,0,23.389455782312925,23.501360544217697,23.262585034013615,17.39591836734695,17.623809523809506,17.152721088435392,1,1
18109,18109.jpg,20210928,0946,"[{'x': 76.19047395833333, 'h': 494.47616666666664, 'y': 11.428571614583333, 'w': 574.4762083333334}]",[],3,1,00,11,512,682,0,22.32961373390557,22.472961373390564,22.187553648068672,18.751502145922757,18.973819742489276,18.53905579399142,0,0
18110,18110.jpg,20211014,1456,"[{'x': 8.705394926525297, 'h': 199.554439484127, 'y': 30.80369156125992, 'w': 328.1264260912698}]","[{'x': 36.89938306051587, 'h': 78.17954799107143, 'y': 131.9670603918651, 'id': 0, 'w': 75.67779637896825}, {'x': 146.35074094742063, 'h': 43.155102926587304, 'y': 79.43041604662699, 'id': 1, 'w': 55.66382998511905}, {'x': 133.84201388888889, 'h': 39.40248325892857, 'y': 159.48626612103175, 'id': 2, 'w': 43.155102926587304}, {'x': 187.00410776289684, 'h': 33.148111979166664, 'y': 178.2493644593254, 'id': 3, 'w': 31.89724392361111}, {'x': 181.37518601190476, 'h': 27.519190228174605, 'y': 140.72318328373015, 'id': 4, 'w': 37.52616567460318}, {'x': 110.70086960565476, 'h': 21.264842199900794, 'y': 127.58901444692461, 'id': 5, 'w': 30.64638361855159}]",3,2,a5,12,512,384,0,20.528231292517006,20.73979591836736,20.317687074829944,16.835374149659838,17.155102040816306,16.525510204081613,2,1
18119,18119.jpg,20211015,0917,"[{'x': 57.754662607230394, 'h': 251.95850566789215, 'y': 248.61023667279412, 'w': 262.84045649509807}]",[],3,1,00,12,512,384,0,22.255102040816343,22.443197278911573,22.061224489795933,18.140476190476186,18.51734693877552,17.797619047619055,0,0
18129,18129.jpg,20211007,0933,"[{'x': 74.06313668045343, 'h': 290.8521178002451, 'y': 221.41791130514707, 'w': 203.67363664215685}]",[],3,1,00,12,512,384,0,22.59863945578231,22.79727891156463,22.396598639455785,18.421428571428564,18.75986394557825,18.07959183673468,0,0
18132,18132.jpg,20211007,0934,"[{'x': 34.71709526909722, 'h': 293.93808903769843, 'y': 199.816158234127, 'w': 285.451667906746}]",[],3,1,00,12,512,384,0,22.59863945578231,22.79727891156463,22.396598639455785,18.421428571428564,18.75986394557825,18.07959183673468,0,0
18145,18145.jpg,20211005,0936,"[{'x': 210.1029603247549, 'h': 258.9271982230392, 'y': 94.35480813419117, 'w': 58.423177083333336}]",[],5,4,00,12,512,384,0,25.021768707482995,25.150000000000016,24.88061224489795,19.87448979591836,20.230952380952388,19.493537414965967,0,0
18146,18146.jpg,20210916,1103,"[{'x': 45.80597020709325, 'h': 368.9163566468254, 'y': 80.36616443452381, 'w': 278.12726314484127}]",[],3,3,00,11,512,384,0,21.343877551020412,21.476190476190492,21.206462585034025,16.30238095238095,16.5874149659864,16.025850340136056,0,0
18154,18154.jpg,20210902,1455,"[{'x': 0.8357473706442212, 'h': 445.9500248015873, 'y': 21.763636997767858, 'w': 374.79681299603175}]","[{'x': 213.44996279761904, 'h': 77.42910621279762, 'y': 88.9388408358135, 'id': 0, 'w': 78.47544642857143}, {'x': 109.86236669146825, 'h': 60.68765500992063, 'y': 298.20672123015873, 'id': 1, 'w': 69.05839223710318}, {'x': 96.25995163690476, 'h': 54.40966021825397, 'y': 363.0797371031746, 'id': 2, 'w': 72.19742063492063}, {'x': 325.2861793154762, 'h': 8.14288814484127, 'y': 106.28608630952381, 'id': 3, 'w': 8.571459573412698}, {'x': 125.14262462797619, 'h': 6.857173859126984, 'y': 217.71504526289684, 'id': 4, 'w': 7.285745287698413}, {'x': 316.28614831349205, 'h': 8.14288814484127, 'y': 128.5718781001984, 'id': 5, 'w': 5.14288814484127}]",1,6,a11,24,512,384,0,23.766326530612275,23.827551020408205,23.705782312925187,22.629931972789137,22.78265306122449,22.491156462585046,1,1
18171,18171.jpg,20210617,1026,"[{'x': 70.71327039930556, 'h': 309.1118551587302, 'y': 118.93038504464286, 'w': 254.46819196428572}]",[],3,6,00,24,512,384,0,21.280782312925144,21.36207482993195,21.18843537414962,19.321598639455765,19.50459183673467,19.1363945578231,0,0
18185,18185.jpg,20211008,0910,"[{'x': 306.54896246693124, 'h': 232.14386987433863, 'y': 138.39345651455025, 'w': 288.6917369378307}]",[],3,1,00,12,512,682,0,23.01326530612246,23.197959183673483,22.817687074829962,18.561564625850334,18.924149659863954,18.223469387755113,0,0
18199,18199.jpg,20211103,0956,"[{'x': 85.7133556547619, 'h': 402.1106460813492, 'y': 44.54503425719246, 'w': 190.71595982142858}]","[{'x': 88.39195808531746, 'h': 215.3590339781746, 'y': 77.75961061507937, 'id': 0, 'w': 98.57228112599206}, {'x': 185.3570808531746, 'h': 136.60833643353175, 'y': 51.50937810019841, 'id': 1, 'w': 88.92934647817461}, {'x': 180.5356212797619, 'h': 54.10760788690476, 'y': 364.3692646329365, 'id': 2, 'w': 25.714502728174605}, {'x': 234.64322916666666, 'h': 31.071707589285715, 'y': 252.40398685515873, 'id': 3, 'w': 23.03591579861111}, {'x': 228.75032552083334, 'h': 24.64307415674603, 'y': 292.04718501984127, 'id': 4, 'w': 13.392965649801587}, {'x': 208.39299665178572, 'h': 18.750155009920636, 'y': 273.29703000992066, 'id': 5, 'w': 15.535853794642858}, {'x': 216.9645027281746, 'h': 20.35732886904762, 'y': 335.9761594742063, 'id': 6, 'w': 11.78582279265873}]",3,3,b6,13,512,384,0,13.640136054421772,13.75782312925172,13.517006802721092,9.25986394557823,9.478231292516993,9.053061224489795,1,2
18204,18204.jpg,20210915,1222,"[{'x': 129.94263857886904, 'h': 242.05797371031747, 'y': 118.97184244791667, 'w': 155.65767609126985}]",[],3,3,00,11,512,384,0,21.94047619047622,22.056802721088456,21.809863945578243,17.328231292517007,17.59421768707485,17.04795918367346,0,0
18212,18212.jpg,20210923,1115,"[{'x': 63.56265625, 'h': 511.3142916666667, 'y': 0.6857097981770833, 'w': 562.42675}]",[],3,1,00,11,512,682,0,23.16122448979591,23.371088435374155,22.93877551020409,18.947278911564638,19.284353741496602,18.608503401360576,0,0
18248,18248.jpg,20211125,0918,"[{'x': 28.80016121031746, 'h': 380.710689484127, 'y': 94.6291000124008, 'w': 235.06417410714286}]","[{'x': 44.16024538070437, 'h': 177.73812624007937, 'y': 100.93770926339286, 'id': 0, 'w': 167.04092261904762}]",3,3,b7,13,512,384,0,9.84608843537415,9.94948979591838,9.73095238095239,6.629591836734691,6.8522108843537515,6.398809523809516,1,2
18257,18257.jpg,20210628,1135,"[{'x': 102.30699430507497, 'h': 470.61216839677047, 'y': 0.0, 'w': 420.3887326989619}]",[],3,6,00,24,512,682,0,24.900000000000006,25.07925170068026,24.713945578231296,20.442346938775493,20.7954081632653,20.10255102040815,0,0
18267,18267.jpg,20211014,1110,"[{'x': 23.538651723710316, 'h': 281.2117125496032, 'y': 94.17320808531746, 'w': 316.5266617063492}]",[],1,2,00,13,512,384,0,20.100000000000065,20.100000000000065,20.100000000000065,19.199999999999896,19.199999999999896,19.199999999999896,0,0
18273,18273.jpg,20211202,1422,"[{'x': 169.71408420138889, 'h': 256.71651785714283, 'y': 99.00086030505952, 'w': 86.57218812003968}]","[{'x': 233.8287140376984, 'h': 68.9145275297619, 'y': 183.7720734126984, 'id': 0, 'w': 20.914357018849206}, {'x': 170.7427765376984, 'h': 77.14313616071429, 'y': 176.91489955357142, 'id': 1, 'w': 15.085766989087302}]",3,5,b7,11,512,384,0,8.368118466898963,8.52282229965157,8.206620209059235,4.304355400696859,4.548432055749121,4.05017421602787,1,2
18274,18274.jpg,20211126,0908,"[{'x': 97.135359375, 'h': 378.43603125, 'y': 58.89712890625, 'w': 203.942296875}]","[{'x': 218.006328125, 'h': 97.1363125, 'y': 218.4468125, 'id': 0, 'w': 56.259953125}, {'x': 106.8050390625, 'h': 65.0505625, 'y': 298.001875, 'id': 1, 'w': 43.0740234375}, {'x': 188.118234375, 'h': 59.7761875, 'y': 351.62465625, 'id': 2, 'w': 44.832140625}, {'x': 166.581234375, 'h': 12.306859375, 'y': 222.40259375, 'id': 3, 'w': 9.669671875}, {'x': 199.652515625, 'h': 11.7019375, 'y': 276.5255625, 'id': 4, 'w': 9.361546875}, {'x': 152.48475, 'h': 10.62175, 'y': 312.35146875, 'id': 5, 'w': 6.841125}, {'x': 180.2066875, 'h': 7.47203125, 'y': 197.788859375, 'id': 6, 'w': 7.472015625}]",3,3,b7,13,512,384,0,10.305442176870748,10.402210884353744,10.202040816326543,6.365986394557823,6.597108843537411,6.127551020408153,1,2
18302,18302.jpg,20211101,1247,"[{'x': 79.51966300843254, 'h': 385.8860367063492, 'y': 59.431470114087304, 'w': 208.42869543650792}]","[{'x': 81.73689391121032, 'h': 149.7603546626984, 'y': 168.41179935515873, 'id': 0, 'w': 70.49159071180556}, {'x': 170.05709015376985, 'h': 111.36024305555556, 'y': 76.52588665674604, 'id': 1, 'w': 55.131556919642854}, {'x': 169.78280009920636, 'h': 72.41158234126983, 'y': 342.0350632440476, 'id': 2, 'w': 77.89732142857143}, {'x': 102.85694134424604, 'h': 78.17162698412699, 'y': 317.89784846230157, 'id': 3, 'w': 66.37729414682539}, {'x': 96.82264539930556, 'h': 52.38868737599206, 'y': 92.70878286210318, 'id': 4, 'w': 39.77152312748016}]",3,3,b3,13,512,384,0,14.341836734693883,14.44693877551022,14.234693877551033,10.342517006802721,10.539795918367345,10.15612244897958,1,2
18321,18321.jpg,20211103,1541,"[{'x': 74.83462766617063, 'h': 449.77926587301585, 'y': 3.0859483991350447, 'w': 251.50607638888889}]","[{'x': 102.60830543154762, 'h': 283.1371837797619, 'y': 166.64205109126985, 'id': 0, 'w': 185.15784660218253}]",3,3,b6,13,512,384,0,13.851020408163274,13.980612244897975,13.715646258503405,8.887755102040819,9.147959183673462,8.64387755102041,1,2
18329,18329.jpg,20211005,1016,"[{'x': 70.31198071676587, 'h': 256.476066468254, 'y': 130.58181423611111, 'w': 268.529792906746}]",[],2,4,00,12,512,384,0,25.112244897959183,25.24251700680274,24.96938775510203,19.91666666666665,20.280272108843544,19.53027210884352,0,0
18333,18333.jpg,20210714,0915,"[{'x': 135.71487475198413, 'h': 353.57299933862436, 'y': 42.85732886904762, 'w': 350.0015294312169}]",[],3,6,00,24,512,682,0,28.765635738831627,28.845704467353954,28.675945017182134,25.49690721649483,25.757044673539486,25.21099656357389,0,0
18343,18343.jpg,20211018,1448,"[{'x': 45.71281828703704, 'h': 278.859623015873, 'y': 66.2863033234127, 'w': 606.4815641534392}]",[],3,5,00,12,512,682,0,23.99220779220779,24.224675324675324,23.75584415584416,13.040259740259739,13.909090909090908,12.1012987012987,0,0
18352,18352.jpg,20211103,0936,"[{'x': 60.34239753844246, 'h': 356.57269965277777, 'y': 66.17165798611111, 'w': 183.08634052579364}]","[{'x': 117.94259207589286, 'h': 71.31454613095238, 'y': 304.4582093253968, 'id': 0, 'w': 107.31466238839286}, {'x': 134.3998015873016, 'h': 61.37163628472222, 'y': 161.1434306795635, 'id': 1, 'w': 84.68600415426587}, {'x': 167.314205109127, 'h': 70.62882874503968, 'y': 242.05798921130952, 'id': 2, 'w': 61.028785342261905}, {'x': 114.51401289682539, 'h': 64.45737227182539, 'y': 225.60078745039684, 'id': 3, 'w': 51.08589099702381}]",3,3,b8,13,512,384,0,13.636054421768712,13.755442176870767,13.512244897959185,9.27006802721088,9.48911564625849,9.063265306122446,1,2
18391,18391.jpg,20210622,1426,"[{'x': 55.24344695560516, 'h': 418.53574528769843, 'y': 81.19593253968254, 'w': 228.5205078125}]","[{'x': 105.82857452876983, 'h': 7.314298115079365, 'y': 388.57142857142856, 'id': 0, 'w': 6.857142857142857}, {'x': 223.54286024305554, 'h': 6.400018601190476, 'y': 446.3999875992063, 'id': 1, 'w': 6.628565228174603}, {'x': 102.17142547123017, 'h': 6.399987599206349, 'y': 408.22857762896825, 'id': 2, 'w': 5.25714595734127}, {'x': 210.28571428571428, 'h': 5.2571304563492065, 'y': 409.6000124007937, 'id': 3, 'w': 5.4857080853174605}, {'x': 116.34285869295636, 'h': 6.171409970238095, 'y': 424.22857762896825, 'id': 4, 'w': 4.114281063988095}]",3,3,a9,13,512,384,0,23.391496598639453,23.503061224489805,23.26530612244899,17.386394557823138,17.615306122448967,17.142857142857157,1,1
18408,18408.jpg,20210817,1108,"[{'x': 69.47366381448413, 'h': 427.74352058531747, 'y': 31.8087158203125, 'w': 277.9077380952381}]","[{'x': 254.14339967757937, 'h': 12.000124007936508, 'y': 303.43120659722223, 'id': 0, 'w': 12.428679935515873}, {'x': 301.7152467757937, 'h': 12.000093005952381, 'y': 305.14552331349205, 'id': 1, 'w': 12.000093005952381}]",1,6,b5,24,512,384,0,25.572108843537418,25.730272108843547,25.412925170068046,21.935714285714315,22.23197278911564,21.639795918367355,1,2
18418,18418.jpg,20210706,1030,"[{'x': 14.729187980530755, 'h': 429.250248015873, 'y': 63.617431640625, 'w': 344.8734499007937}]","[{'x': 223.54296875, 'h': 65.8288070436508, 'y': 226.83506944444446, 'id': 0, 'w': 94.90318080357143}, {'x': 234.7887214781746, 'h': 41.41727895585318, 'y': 112.73182508680556, 'id': 1, 'w': 104.77749875992063}, {'x': 298.148933531746, 'h': 43.33730158730159, 'y': 169.23487103174602, 'id': 2, 'w': 42.24014136904762}, {'x': 211.474361359127, 'h': 21.394368489583332, 'y': 127.26901196676587, 'id': 3, 'w': 34.28582279265873}, {'x': 253.16592261904762, 'h': 18.377201140873016, 'y': 171.1548859126984, 'id': 4, 'w': 34.28583829365079}, {'x': 246.85732886904762, 'h': 22.765780009920636, 'y': 145.09765625, 'id': 5, 'w': 23.588665674603174}, {'x': 309.39468625992066, 'h': 21.668650793650794, 'y': 303.36104910714283, 'id': 6, 'w': 15.085782490079366}, {'x': 176.09137834821428, 'h': 13.44007316468254, 'y': 462.7216021825397, 'id': 7, 'w': 20.571490575396826}, {'x': 91.88536241319444, 'h': 13.165752108134921, 'y': 166.4920169890873, 'id': 8, 'w': 19.20007130456349}, {'x': 89.41678292410714, 'h': 13.714316716269842, 'y': 412.52715773809524, 'id': 9, 'w': 12.068615141369047}, {'x': 27.97657025049603, 'h': 12.891462053571429, 'y': 154.97197420634922, 'id': 10, 'w': 5.7600213913690474}]",3,3,a9,13,512,384,0,23.40986394557826,23.481972789115662,23.327551020408187,20.952721088435396,21.113945578231306,20.78333333333334,1,1
18425,18425.jpg,20210714,0856,"[{'x': 145.79809147923876, 'h': 475.9161980968858, 'y': 0.9752381004676687, 'w': 467.1390570934256}]",[],3,6,00,24,512,682,0,28.73711340206187,28.817525773195882,28.647422680412376,25.48350515463916,25.743642611683818,25.200000000000014,0,0
18437,18437.jpg,20210923,1148,"[{'x': 136.18958333333333, 'h': 507.62491666666665, 'y': 3.8095680338541666, 'w': 507.6249583333333}]",[],3,1,00,11,512,682,0,23.20986394557822,23.421088435374152,22.98503401360545,18.88163265306124,19.217006802721087,18.537755102040848,0,0
18441,18441.jpg,20210916,1144,"[{'x': 148.6618125, 'h': 271.882125, 'y': 113.842265625, 'w': 149.33425}]",[],3,3,00,11,512,384,0,21.377210884353747,21.509863945578246,21.23945578231293,16.31598639455782,16.60850340136055,16.03265306122449,0,0
18450,18450.jpg,20211018,1636,"[{'x': 74.99842708333334, 'h': 496.4343333333333, 'y': 0.0, 'w': 565.48275}]",[],3,4,00,13,512,682,0,22.275324675324683,22.623376623376622,21.93896103896104,13.88051948051948,15.125974025974024,12.55064935064935,0,0
18459,18459.jpg,20210928,1211,"[{'x': 78.07244388640873, 'h': 343.9905753968254, 'y': 108.99477616567461, 'w': 198.66421750992063}]",[],3,3,00,12,512,384,0,21.27333333333335,21.35750000000002,21.184166666666684,18.075833333333343,18.26291666666665,17.871249999999996,0,0
18464,18464.jpg,20211103,0948,"[{'x': 57.20408606150794, 'h': 408.7730964781746, 'y': 14.995744977678571, 'w': 225.49166046626985}]","[{'x': 164.39594184027777, 'h': 50.541232638888886, 'y': 312.1338355654762, 'id': 0, 'w': 67.75858754960318}, {'x': 182.1686817956349, 'h': 49.43043154761905, 'y': 260.4817708333333, 'id': 1, 'w': 42.76565600198413}, {'x': 160.5081535218254, 'h': 46.65345982142857, 'y': 363.23043774801585, 'id': 2, 'w': 40.544069320436506}, {'x': 248.26106770833334, 'h': 47.20884486607143, 'y': 195.5001705109127, 'id': 3, 'w': 31.65770709325397}, {'x': 243.26247829861111, 'h': 45.54265873015873, 'y': 242.70901537698413, 'id': 4, 'w': 28.32531932043651}, {'x': 226.6005394345238, 'h': 30.546875, 'y': 291.02867683531747, 'id': 5, 'w': 27.214518229166668}, {'x': 224.93433779761904, 'h': 39.98866877480159, 'y': 248.8184058779762, 'id': 6, 'w': 14.995752728174603}, {'x': 135.5152374751984, 'h': 27.214518229166668, 'y': 191.61238219246033, 'id': 7, 'w': 20.549727182539684}]",3,3,b8,13,512,384,0,13.640136054421772,13.75952380952383,13.515986394557824,9.268027210884352,9.486394557823115,9.061564625850338,1,2
18480,18480.jpg,20210924,1136,"[{'x': 139.78819444444446, 'h': 501.69366939484127, 'y': 0.0, 'w': 98.7734375}]",[],5,3,00,11,512,384,0,20.40240549828178,20.543642611683847,20.2536082474227,16.72405498281786,17.00962199312714,16.4422680412371,0,0
18481,18481.jpg,20211102,1008,"[{'x': 136.90535416666665, 'h': 423.8113333333333, 'y': 44.0478125, 'w': 448.8115}]",[],3,1,00,12,512,682,0,17.41632653061225,17.707823129251715,17.122108843537426,12.805442176870747,13.243197278911573,12.33673469387756,0,0
18496,18496.jpg,20210714,1042,"[{'x': 52.37908196366782, 'h': 423.814446366782, 'y': 27.619368151672433, 'w': 606.6736591695502}]",[],3,6,00,24,512,682,0,28.863917525773207,28.94536082474228,28.772164948453618,25.536769759450163,25.799999999999965,25.247766323024063,0,0
18499,18499.jpg,20211102,0009,"[{'x': 156.42886594742063, 'h': 317.14769345238096, 'y': 99.64437624007937, 'w': 146.2522166418651}]","[{'x': 188.80000620039684, 'h': 10.971416170634921, 'y': 303.31429811507934, 'id': 0, 'w': 11.657133556547619}, {'x': 231.3142826140873, 'h': 10.51429191468254, 'y': 301.2571304563492, 'id': 1, 'w': 9.142857142857142}, {'x': 163.42857142857142, 'h': 11.428571428571429, 'y': 244.34285094246033, 'id': 2, 'w': 8.0}, {'x': 267.42857142857144, 'h': 10.51429191468254, 'y': 246.85714285714286, 'id': 3, 'w': 8.457155257936508}, {'x': 193.82857452876985, 'h': 9.828590029761905, 'y': 349.2571304563492, 'id': 4, 'w': 8.685717385912698}, {'x': 238.6285652281746, 'h': 8.0, 'y': 337.6000124007937, 'id': 5, 'w': 10.057152157738095}, {'x': 177.82857452876985, 'h': 9.599981398809524, 'y': 264.4571552579365, 'id': 6, 'w': 7.314282614087301}, {'x': 191.54286024305554, 'h': 9.828574528769842, 'y': 234.05713665674602, 'id': 7, 'w': 6.171425471230159}, {'x': 241.5999968998016, 'h': 8.457155257936508, 'y': 190.6285652281746, 'id': 8, 'w': 6.171425471230159}, {'x': 247.08572048611111, 'h': 6.171425471230159, 'y': 222.85714285714286, 'id': 9, 'w': 6.399987599206349}]",3,5,b8,13,512,384,0,14.095918367346941,14.199659863945584,13.990476190476192,10.191496598639466,10.365646258503405,10.024489795918369,1,2
